requirement_id,type,actor,requirement,priority,verification,source,legal_basis,control_id,owner_module,implementation_artifact,release_gate,status,acceptance_evidence,design_surface,api_operations,database_entities,privacy_security_review,approval_owner,residual_risk
FR-GOV-18,Functional,"Compliance, DPO, CPF Super Admin","Serious incidents shall be triaged, preserved, reported and communicated within applicable deadlines with provider/deployer responsibilities recorded.",Must,Serious-incident simulation and timeline test,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-18,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Serious-incident simulation and timeline test,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/governance/serious-incidents; PUT /v2/governance/serious-incidents/{incidentId},"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-19,Functional,"Compliance, DPO, CPF Super Admin","Risk, non-conformity and defect findings shall trigger containment, suspension, corrective action, effectiveness verification and authority/customer notification as applicable.",Must,Corrective-action and suspension exercise,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-19,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Corrective-action and suspension exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-20,Functional,"Compliance, DPO, CPF Super Admin","CPF shall support competent-authority requests through a controlled evidence export, legal review and immutable access log.",Must,Authority cooperation exercise,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-20,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Authority cooperation exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-21,Functional,"Compliance, DPO, CPF Super Admin","Material changes shall be classified for substantial-modification risk and require re-evaluation, documentation, conformity and registration updates as applicable.",Must,Change-control and materiality tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-21,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Change-control and materiality tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/prompt-versions; POST /v2/prompt-versions/{promptId}/activate; POST /v2/governance/change-requests; PUT /v2/governance/change-requests/{changeId}/decision,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-22,Functional,"Compliance, DPO, CPF Super Admin","CPF shall maintain vendor/model evidence covering role, data terms, retention, training use, subprocessors, security, limitations, changes, incidents and exit.",Must,Vendor due-diligence gate,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-22,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Vendor due-diligence gate,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/ai-models; POST /v2/ai-models; POST /v2/plugins; GET /v2/governance/vendor-evidence; POST /v2/governance/vendor-evidence,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-23,Functional,"Compliance, DPO, CPF Super Admin","CPF and each deployer shall record role-based AI literacy training, competence assessment, expiry and remediation for staff dealing with the system.",Must,AI literacy coverage and expiry tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-23,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for AI literacy coverage and expiry tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/reviewer/training; GET /v2/governance/ai-literacy; POST /v2/governance/ai-literacy; PUT /v2/organization/deployer-readiness,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-24,Functional,"Compliance, DPO, CPF Super Admin",Article 50 interaction disclosures shall be shown before or at first AI interaction and remain accessible and versioned.,Must,AI disclosure timing and accessibility tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-24,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for AI disclosure timing and accessibility tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-25,Functional,"Compliance, DPO, CPF Super Admin","CPF shall maintain a purpose-level Data Use Register, ROPA linkage, lawful-basis owner, retention, transfers and rights mapping.",Must,Data-use register completeness test,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-25,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Data-use register completeness test,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/governance/data-use-register; POST /v2/governance/data-use-register,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-26,Functional,"Compliance, DPO, CPF Super Admin",DPIA status shall gate pilot/production where processing is likely high risk; unresolved high residual risk shall block release or trigger prior consultation.,Must,DPIA gate and residual-risk tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-26,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for DPIA gate and residual-risk tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/governance/impact-assessments; POST /v2/governance/impact-assessments,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-27,Functional,"Compliance, DPO, CPF Super Admin","The platform shall support, but not automatically claim, a deployer FRIA where required or voluntarily performed, keeping it distinct from the DPIA.",Must,FRIA/DPIA separation test,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-27,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for FRIA/DPIA separation test,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/governance/impact-assessments; POST /v2/governance/impact-assessments,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-28,Functional,"Compliance, DPO, CPF Super Admin","Bias and equality evaluations shall define affected groups, lawful data access, metrics, error costs, intersectional analysis, thresholds and remediation.",Must,Fairness evaluation protocol review,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-28,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Fairness evaluation protocol review,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/ai-models/{modelId}/evaluations,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-29,Functional,"Compliance, DPO, CPF Super Admin","Protected-characteristic data used for lawful bias monitoring shall be segregated, pseudonymised, access-restricted, short-retained and excluded from individual decisions.",Must,Fairness data isolation and deletion tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-29,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Fairness data isolation and deletion tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-30,Functional,"Compliance, DPO, CPF Super Admin","CPF shall provide the deployer evidence needed to inform affected persons and to answer explanation, complaint and rights requests.",Must,Deployer evidence pack and explanation drill,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-30,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Deployer evidence pack and explanation drill,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/candidate/applications/{applicationId}/explanations,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-31,Functional,"Compliance, DPO, CPF Super Admin","Governance approvals shall enforce separation of duties among author, evaluator, approver, release operator and auditor for material controls.",Must,Approval-matrix and self-approval negative tests,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-31,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Approval-matrix and self-approval negative tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/governance/conformity-assessments/{assessmentId}/approve; PUT /v2/governance/change-requests/{changeId}/decision,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-GOV-32,Functional,"Compliance, DPO, CPF Super Admin","Compliance and marketing content shall prohibit absolute claims such as unbiased, guaranteed, 100% compliant or cheating-proof without authorised evidence.",Must,Content lint and approval test,EU AI Act consolidated 27 July 2026; Annex III 4(a); GDPR,"EU AI Act Arts 4-21, 25-26, 43, 47-50, 71-73 and 85-86; Annexes III, IV and VI; GDPR",CTRL-FR-GOV-32,"AI Governance, QMS and Conformity",UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Content lint and approval test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-01,Functional,Support and Operations,"Support shall create, classify, assign, merge, escalate, resolve and reopen cases with tenant, user, attempt, severity, SLA and purpose.",Must,Support case lifecycle tests,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-01,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Support case lifecycle tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/support-cases; POST /v2/me/support-cases; GET /v2/me/support-cases/{caseId}; GET /v2/admin/support-cases; PUT /v2/admin/support-cases/{caseId}/assignment; PUT /v2/admin/support-cases/{caseId}/status,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-02,Functional,Support and Operations,Support shall communicate in case threads using approved templates and attachments with malware scanning and recipient checks.,Must,Support messaging and upload tests,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-02,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Support messaging and upload tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/me/support-cases/{caseId}/messages,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-03,Functional,Support and Operations,"Candidate-session recovery actions shall show impact, require reason and preserve attempt/version history.",Must,Session recovery and evidence tests,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-03,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Session recovery and evidence tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-04,Functional,Support and Operations,Reattempt approval shall create a new attempt with linked remedy reason and shall never destructively reset the prior attempt.,Must,Reattempt immutability test,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-04,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Reattempt immutability test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-05,Functional,Support and Operations,Support access to restricted evidence shall require a scoped privileged access grant and automatically expire.,Must,JIT support access test,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-05,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for JIT support access test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-06,Functional,Support and Operations,Support dashboards shall separate technical faults from integrity and competency outcomes.,Must,Support data-lineage test,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-06,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Support data-lineage test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-07,Functional,Support and Operations,Service-status incidents shall trigger affected-campaign analysis and candidate communication options.,Must,Outage impact and communication exercise,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-07,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Outage impact and communication exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-08,Functional,Support and Operations,"Operations shall manage notification retries, bounces, suppressions and delivery failures without duplicating business actions.",Must,Notification delivery resilience tests,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-08,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Notification delivery resilience tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-09,Functional,Support and Operations,"Operations shall monitor queue age, stuck workflows, deletion SLA, report SLA and provider degradation with owned runbooks.",Must,Operational alert/runbook test,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-09,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Operational alert/runbook test,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/admin/jobs,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SUP-10,Functional,Support and Operations,Support metrics shall exclude raw candidate work and shall not become candidate performance signals.,Must,Telemetry minimisation and score-lineage tests,Operational control baseline; GDPR minimisation; AI Act monitoring,"GDPR Arts 5, 25, 28 and 32; AI Act Arts 20, 26, 72-73",CTRL-FR-SUP-10,Support and Service Operations,UI + API + service policy + database + audit event + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Telemetry minimisation and score-lineage tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"support.*, iam.privileged_access_grants",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-01,Functional,Security / Incident Responder,"Security responders shall triage, contain, investigate, preserve, remediate and close security incidents with severity, affected data/systems and notification assessment.",Must,Incident tabletop and evidence test,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-01,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Incident tabletop and evidence test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-02,Functional,Security / Incident Responder,"Security shall be able to revoke credentials, sessions, integrations, model/provider access and desktop versions through scoped emergency controls.",Must,Credential and capability kill-switch exercise,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-02,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Credential and capability kill-switch exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-03,Functional,Security / Incident Responder,"Security evidence access shall be least-privilege, time-bound and separate from ordinary support access.",Must,Security PAM and access-review tests,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-03,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Security PAM and access-review tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-04,Functional,Security / Incident Responder,"The platform shall detect cross-tenant access, prompt injection, exfiltration, tool abuse, sandbox escape, secret exposure and supply-chain compromise.",Must,Adversarial and penetration tests,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-04,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Adversarial and penetration tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-05,Functional,Security / Incident Responder,"Desktop and deployable artefacts shall be signed, provenance-verifiable and supported by vulnerability and forced-update procedures.",Must,"Signature, SBOM and update-channel tests",OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-05,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,"Automated/manual evidence for Signature, SBOM and update-channel tests",Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-06,Functional,Security / Incident Responder,Security events shall never be used as candidate competency or employability signals.,Must,Data-lineage negative test,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-06,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Data-lineage negative test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-07,Functional,Security / Incident Responder,"Breach and serious-AI-incident assessments shall be linked but retain distinct legal timelines, authorities and decision owners.",Must,Joint incident workflow test,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-07,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Joint incident workflow test,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/governance/serious-incidents,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-SEC-08,Functional,Security / Incident Responder,"Break-glass access shall use a separate identity, alert owners, expire quickly and receive mandatory post-use review.",Must,Break-glass exercise,OWASP ASVS/GenAI baseline; GDPR Art 32; AI Act Art 15,"GDPR Arts 32-34; EU AI Act Arts 15, 20, 26, 72-73; cybersecurity law as applicable",CTRL-FR-SEC-08,Security and Incident Response,UI + API + service policy + database + audit event + automated acceptance test,G6 Security and incident readiness,Specified; evidence not yet supplied,Automated/manual evidence for Break-glass exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AUD-01,Functional,Auditor / Regulator,"Authorised auditors shall receive read-only, purpose-scoped, time-bound access to approved evidence collections.",Must,Auditor access and expiry tests,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-01,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Auditor access and expiry tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/audit/evidence-collections; POST /v2/audit/evidence-collections,"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AUD-02,Functional,Auditor / Regulator,"Audit evidence exports shall include manifest, hashes, versions, provenance, redaction log and access history.",Must,Evidence-export reconstruction test,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-02,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Evidence-export reconstruction test,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/admin/audit-exports; POST /v2/audit/evidence-collections,"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AUD-03,Functional,Auditor / Regulator,"Auditors shall be able to trace a requirement to control, implementation, test, result, owner, approval and residual risk.",Must,End-to-end traceability sampling,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-03,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for End-to-end traceability sampling,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/admin/audit-events; GET /v2/audit/traceability/{requirementId},"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
