schema,table,table_purpose,column,data_type,nullable,default,primary_key,foreign_key,unique,column_purpose,data_classification,special_category,tenant_scope,access_roles,lawful_basis_note,retention_rule,mutability,encryption,audit_event
review,review_amendments,Reasoned post-submission review correction versions,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,scorecard_id,uuid,No,,No,review.scorecards(id),No,Scorecard reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,prior_scorecard_hash,text,No,,No,,No,Prior scorecard hash,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,amendment_json,jsonb,No,,No,,No,Amendment json,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,reason,text,No,,No,,No,Human-readable reason required for accountability,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,requested_by,uuid,No,,No,iam.users(id),No,Requested by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,status,text,No,,No,,No,Controlled lifecycle state,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_amendments,Reasoned post-submission review correction versions,applied_at,timestamptz,Yes,,No,,No,Applied timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,scorecard_id,uuid,No,,No,review.scorecards(id),No,Scorecard reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,author_user_id,uuid,No,,No,iam.users(id),No,Author user reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,comment_type,text,No,,No,,No,Comment type,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,body,text,No,,No,,No,Body,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,evidence_links,jsonb,No,'[]'::jsonb,No,,No,Versioned links to supporting evidence objects,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,review_comments,Evidence-linked reviewer comments,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",submission_id,uuid,No,,No,runtime.submissions(id),Composite/Yes,Immutable submitted-attempt reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",reviewer_profile_id,uuid,No,,No,hiring.reviewer_profiles(id),Composite/Yes,Reviewer profile reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",assignment_type,text,No,,No,,Composite/Yes,Assignment type,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",blind_group,text,Yes,,No,,No,Blind group,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",status,text,No,,No,,No,Controlled lifecycle state,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",assigned_at,timestamptz,No,now(),No,,No,Assigned timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",due_at,timestamptz,Yes,,No,,No,Due timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_assignments,"Single, blind double, adjudication and QA workflow",submitted_at,timestamptz,Yes,,No,,No,Submitted timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,reviewer_profile_id,uuid,No,,No,hiring.reviewer_profiles(id),No,Reviewer profile reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,available_from,timestamptz,No,,No,,No,Available from,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,available_to,timestamptz,No,,No,,No,Available to,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,capacity,integer,No,,No,,No,Capacity,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,status,text,No,,No,,No,Controlled lifecycle state,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,note,text,Yes,,No,,No,Note,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_availability,Reviewer availability and capacity windows,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",reviewer_profile_id,uuid,No,,No,hiring.reviewer_profiles(id),Composite/Yes,Reviewer profile reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",training_type,text,No,,No,,Composite/Yes,Training type,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",material_version,text,No,,No,,Composite/Yes,Material version,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",status,text,No,,No,,No,Controlled lifecycle state,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",score,"numeric(7,4)",Yes,,No,,No,Score,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",completed_at,timestamptz,Yes,,No,,No,Completed timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",expires_at,timestamptz,Yes,,No,,No,Expires timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",evidence_uri,text,Yes,,No,,No,Evidence uri,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,reviewer_training_records,"AI literacy, oversight and calibration evidence",created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,criterion_score_id,uuid,Yes,,No,review.criterion_scores(id),No,Criterion score reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,aggregate_score_id,uuid,Yes,,No,review.aggregate_scores(id),No,Aggregate score reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,original_value,jsonb,No,,No,,No,Original value,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,revised_value,jsonb,No,,No,,No,Revised value,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,reason,text,No,,No,,No,Human-readable reason required for accountability,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,evidence_links,jsonb,No,'[]'::jsonb,No,,No,Versioned links to supporting evidence objects,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,overridden_by,uuid,No,,No,iam.users(id),No,Overridden by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,secondary_approval_required,boolean,No,false,No,,No,Secondary approval required,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,approved_at,timestamptz,Yes,,No,,No,Approved timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,score_overrides,Original and revised values with accountable reason,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,scorecard_id,uuid,No,,Yes,review.scorecards(id),No,Scorecard reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,draft_json,jsonb,No,,No,,No,Draft json,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,row_version,integer,No,1,No,,No,Row version,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,last_saved_by,uuid,No,,No,iam.users(id),No,Last saved by,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,last_saved_at,timestamptz,No,now(),No,,No,Last saved timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecard_drafts,Autosaved reviewer draft and optimistic concurrency state,client_sequence,bigint,No,0,No,,No,Client sequence,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
